MODEL	MAINEFFS	SIZE	LOG-LIKELIHOOD
423	-1;812;5228;5790;5911;6605;6732;5228 5790	8	0
424	-1;812;5228;5790;5911;6605;6732;5228 5790	8	0
425	-1;812;3622;5228;5790;5911;6605;6732	8	0
426	-1;812;3622;5228;5911;6605;6732;6937	8	0
427	-1;812;3622;5228;5911;6605;6732	7	0
428	-1;812;1253;3622;5228;5911;6605	7	0
429	-1;812;1253;3622;5911;6224;6605	7	0
430	-1;812;1253;3622;5911;6224;6605	7	0
431	-1;812;1253;3622;4511;5911;6224;6605	8	0
432	-1;812;1253;3622;5713;5911;6224;6605	8	0
433	-1;812;1253;3622;3661;5713;5911;6605	8	0
434	-1;812;1253;3622;3661;5713;5911;6605	8	0
435	-1;812;1253;3622;5713;5911;6605	7	0
436	-1;1253;3622;5713;5911;6605;7350	7	0
437	-1;354;1253;3622;5713;5911;7350	7	0
438	-1;354;1253;3622;5713;6697;7350	7	0
439	-1;354;1253;1981;3622;5713;6697;7350	8	0
440	-1;962;1253;1981;3622;5713;6697;7350	8	0
441	-1;962;1253;1807;1981;3622;6697;7350	8	0
442	-1;962;1807;1981;3622;5697;6697;7350	8	0
443	-1;962;1807;1981;5697;6697;7350	7	0
444	-1;821;962;1981;5697;6697;7350	7	0
445	-1;821;962;1981;5697;6697;7180	7	0
446	-1;821;1981;5697;6697;6799;7180	7	0
447	-1;821;1981;5697;6697;6799;7180	7	0
448	-1;821;1981;5697;6697;6799;7180	7	0
449	-1;821;1981;5697;6697;6799;7180;7335	8	0
450	-1;821;1336;1981;6697;6799;7180;7335	8	0
451	-1;821;1336;1981;6697;7180;7335	7	0
452	-1;821;1336;1981;4638;6697;7180;7335;4638 7180	9	0
453	-1;821;1336;1981;4638;6697;6918;7180;7335;4638 7180	10	0
454	-1;813;821;1336;1981;4638;6697;7180;7335;4638 7180	10	0
455	-1;813;821;1336;1981;4638;5667;6697;7180;7335;4638 7180	11	0
456	-1;813;821;1336;1981;4638;6697;7180;7335;4638 7180	10	0
457	-1;813;821;1085;1336;1981;4638;6697;7180;7335;4638 7180	11	0
458	-1;813;821;1085;1336;1981;4638;6697;7112;7180;7335;4638 7180	12	0
459	-1;813;821;1085;1336;1981;4638;6697;7112;7180;7335;4638 7180	12	0
460	-1;813;821;1085;1981;4638;6697;7112;7180;7335;4638 7180	11	0
461	-1;821;1085;1981;4638;6697;7112;7180;7335;4638 7180	10	0
462	-1;821;1085;1981;4638;5655;6697;7112;7180;7335;4638 7180	11	0
463	-1;821;1085;1981;2099;4638;5655;6697;7112;7180;7335;4638 7180	12	0
464	-1;1085;1981;2099;4638;5655;5762;6697;7112;7180;7335;4638 7180	12	0
465	-1;1085;1981;2099;4638;5655;6697;7112;7180;7335;4638 7180	11	0
466	-1;1085;1981;2099;2435;4638;5655;7112;7180;7335;4638 7180	11	0
467	-1;1085;2099;2435;2805;4638;5655;7112;7180;7335;4638 7180	11	0
468	-1;1085;2099;2435;2805;4638;5655;6309;7180;7335;4638 7180	11	0
469	-1;251;1085;2099;2435;2805;4638;5655;7180;7335;4638 7180	11	0
470	-1;106;1085;2099;2435;2805;4638;5655;7180;7335;4638 7180	11	0
471	-1;106;1085;2099;2435;2805;3940;4638;7180;7335;4638 7180	11	0
472	-1;106;2099;2435;2805;3940;4638;5950;7180;7335;4638 7180	11	0
473	-1;106;2099;2435;2805;4638;5950;7180;7335;4638 7180	10	0
474	-1;106;262;2099;2435;2805;4638;5950;7180;7335;4638 7180	11	0
475	-1;106;262;2099;2435;4638;5949;5950;7180;7335;4638 7180	11	0
476	-1;106;262;2099;2435;4638;4806;5949;7180;7335;4638 7180	11	0
477	-1;262;2099;2435;4638;4806;5949;6585;7180;7335;4638 7180	11	0
478	-1;262;2099;4638;4806;5949;6585;7180;7335;4638 7180	10	0
479	-1;2099;3397;4638;4806;5949;6585;7180;7335;4638 7180	10	0
480	-1;2099;3397;4638;4806;5683;6585;7180;7335;4638 7180	10	0
481	-1;970;2099;3397;4638;4806;5683;6585;7180;7335;4638 7180	11	0
482	-1;970;2099;3397;4638;4806;6585;7180;7335;4638 7180	10	0
483	-1;970;2099;3397;4638;4806;6585;7180;4638 7180	9	0
484	-1;970;2099;2953;4638;4806;6585;7180;4638 7180	9	0
485	-1;970;2099;2953;4638;6585;7180;4638 7180	8	0
486	-1;970;2099;2953;4638;6585;7180;4638 7180	8	0
487	-1;970;2099;2953;4438;4638;6585;7180;4638 7180	9	0
488	-1;970;2656;2953;4438;4638;6585;7180;4638 7180	9	0
489	-1;970;2656;2953;4438;4449;4638;6585;7180;4638 7180	10	0
490	-1;290;970;2656;2953;4438;4449;4638;6585;7180	10	0
491	-1;290;970;2656;2953;3189;4438;4449;4638;6585;7180	11	0
492	-1;290;970;2656;2953;3189;4438;4449;4638;5726;6585;7180	12	0
493	-1;290;970;2656;2953;3189;4438;4449;5333;5726;6585;7180	12	0
494	-1;970;2656;2953;3189;4438;4449;5333;5349;5726;6585;7180	12	0
495	-1;970;2656;3189;4438;4449;5333;5349;5726;6585;7180	11	0
496	-1;970;2656;3147;3189;4438;4449;5333;5349;5726;6585;7180	12	0
497	-1;970;2656;3147;3189;4438;5333;5349;5726;6585;7180	11	0
498	-1;970;3147;3189;3362;4438;5333;5349;5726;6585;7180	11	0
499	-1;970;1460;3147;3189;3362;5333;5349;5726;6585;7180	11	0
500	-1;970;1460;3147;3189;3362;4924;5333;5349;5726;6585;7180	12	0
501	-1;1460;3147;3189;3362;4924;5333;5349;5726;6585;7180	11	0
502	-1;1460;1602;3147;3189;3362;4924;5333;5349;5726;6585;7180	12	0
503	-1;1460;1602;3147;3189;3362;4487;4924;5333;5349;5726;6585;7180	13	0
504	-1;1460;1602;3147;3189;4487;4924;5333;5349;5726;6585;6954;7180	13	0
505	-1;1460;1602;3147;3189;4456;4487;5333;5349;5726;6585;6954;7180	13	0
506	-1;1460;1602;3147;3189;4456;4487;5349;5726;6309;6585;6954;7180	13	0
507	-1;1460;1602;2376;3147;3189;4456;4487;5349;5726;6585;6954;7180	13	0
508	-1;1460;1602;2376;3147;3189;4456;4487;5349;5726;6954;7180;7377	13	0
509	-1;1602;2376;3147;3189;4456;4487;5349;5726;6063;6954;7180;7377	13	0
510	-1;1602;2376;3147;3189;4456;4487;5349;5726;6063;6954;7377	12	0
511	-1;2376;3147;3189;4456;4487;5349;5726;6063;6954;7377	11	0
512	-1;2376;3147;3189;4456;4487;5171;5349;5726;6954;7377	11	0
513	-1;2376;3147;3189;4456;5171;5349;5726;6954;7377	10	0
514	-1;2376;3147;3189;4456;5171;5349;6954;7377	9	0
515	-1;2376;3147;3189;4456;5171;5349;5706;6954	9	0
516	-1;2376;3147;3189;3353;4456;5171;5349;5706	9	0
517	-1;2376;3147;3189;3353;4456;5348;5349;5706	9	0
518	-1;1080;2376;3147;3189;3353;4456;5348;5349;5706	10	0
519	-1;1080;2376;3147;3189;3353;3906;4456;5348;5349;5706	11	0
520	-1;158;1080;3147;3189;3353;3906;4456;5348;5349;5706	11	0
521	-1;158;1080;3147;3189;3353;3906;4456;4666;5348;5349;5706	12	0
522	-1;158;1080;3147;3189;3353;3906;4456;4666;5348;5349	11	0
523	-1;158;1080;3189;3353;3906;4456;4666;5348;5349;5509	11	0
524	-1;158;3189;3198;3353;3906;4456;4666;5348;5349;5509	11	0
525	-1;158;2945;3189;3353;3906;4456;4666;5348;5349;5509	11	0
526	-1;158;2945;3189;3353;3906;4456;4666;5348;5349	10	0
527	-1;158;2945;3189;3353;3466;3906;4666;5348;5349	10	0
528	-1;158;1519;2945;3189;3466;3906;4666;5348;5349	10	0
529	-1;158;1519;2945;3189;3466;3906;4666;5349	9	0
530	-1;158;426;2945;3189;3466;3906;4666;5349	9	0
531	-1;426;2945;3189;3466;3906;4666;5349	8	0
532	-1;426;3189;3466;3906;4666;5349;6473	8	0
533	-1;426;3189;3466;3906;3994;4666;5349	8	0
534	-1;3189;3466;3906;3994;4666;5349;6678	8	0
535	-1;3189;3466;3906;4666;5349;6678	7	0
536	-1;3189;3906;4666;5349;6678	6	0
537	-1;3189;3850;3906;4666;5349	6	0
538	-1;3189;3850;3906;4666;5349;7123	7	0
539	-1;3189;3850;3906;5349;7123;7227	7	0
540	-1;2391;3189;3850;3906;5349;7123;7227	8	0
541	-1;2391;3850;3906;5349;7123;7227	7	0
542	-1;2391;2864;3850;3906;5349;7123	7	0
543	-1;433;2391;2864;3850;3906;7123	7	0
544	-1;433;2391;2864;3234;3850;3906;7123	8	0
545	-1;433;2391;2864;2930;3234;3850;7123	8	0
546	-1;433;729;2391;2864;3234;3850;7123	8	0
547	-1;433;729;1359;2864;3234;3850;7123	8	0
548	-1;433;729;1359;2864;3234;3850;4596;7123;3850 4596	10	0
549	-1;433;729;1359;2431;3234;3850;4596;7123;3850 4596	10	0
550	-1;433;729;2431;3234;3850;4596;7123;3850 4596	9	0
551	-1;414;433;2431;3234;3850;4596;7123;3850 4596	9	0
552	-1;414;433;2431;3234;3850;4230;4596;7123	9	0
553	-1;414;433;2431;3234;3850;4596;7123	8	0
554	-1;414;433;2118;2431;3234;3850;4596;7123	9	0
555	-1;414;433;2431;2999;3234;3850;4596;7123	9	0
556	-1;414;433;2431;2999;3850;4596;4784;7123	9	0
557	-1;433;2431;2999;3850;4596;4784;7123	8	0
558	-1;433;2431;2999;3850;4596;4784;5585;7123	9	0
559	-1;433;2431;3850;4596;4784;5585;6370;7123	9	0
560	-1;433;1593;2431;3850;4596;4784;5585;6370	9	0
561	-1;433;1593;2431;3850;4596;4682;4784;5585;6370	10	0
562	-1;433;1593;1897;2431;3850;4596;4682;4784;5585;6370	11	0
563	-1;193;433;1593;1897;2431;4596;4682;4784;5585;6370	11	0
564	-1;193;433;1593;2431;3792;4596;4682;4784;5585;6370	11	0
565	-1;193;433;1593;2431;3792;4596;4682;4784;5552;5585;6370	12	0
566	-1;193;433;1593;2431;3792;4596;4682;5552;5585;6370;6528	12	0
567	-1;193;433;972;2431;3792;4596;4682;5552;5585;6370;6528	12	0
568	-1;193;433;822;972;2431;3792;4596;4682;5585;6370;6528	12	0
569	-1;193;433;822;972;2431;3792;4682;5585;6370;6528	11	0
570	-1;433;822;972;2431;3792;4682;5585;6370;6528	10	0
571	-1;433;822;972;2431;3792;4682;5585;6370;6528	10	0
572	-1;822;972;2431;3792;4682;5585;6370;6528	9	0
573	-1;822;972;2431;3457;3792;4682;5585;6370;6528	10	0
574	-1;822;972;2431;3457;3792;4682;5585;6134;6370;6528	11	0
575	-1;822;972;2431;3446;3457;3792;5585;6134;6370;6528	11	0
576	-1;822;972;2431;3446;3457;3792;5585;6134;6370;6528;7079	12	0
577	-1;822;972;2431;3446;3457;3792;4205;6134;6370;6528;7079	12	0
578	-1;822;972;2431;3446;3457;3792;4205;6370;6528;7079	11	0
579	-1;822;972;2431;3446;3457;3792;4205;6528;7079	10	0
580	-1;822;972;1796;2431;3446;3457;3792;4205;6528;7079	11	0
581	-1;822;972;1796;2431;2573;3446;3457;3792;4205;6528;7079	12	0
582	-1;822;972;1796;2431;2573;3457;3792;4205;4442;6528;7079	12	0
583	-1;822;972;1796;2431;2573;3457;3792;3836;4205;4442;7079	12	0
584	-1;822;972;1796;2431;2573;2962;3457;3836;4205;4442;7079	12	0
585	-1;822;972;1796;2573;2962;3457;3836;4205;4442;6801;7079	12	0
586	-1;822;972;1796;1851;2573;2962;3836;4205;4442;6801;7079	12	0
587	-1;788;822;972;1796;1851;2573;2962;3836;4205;4442;6801;7079	13	0
588	-1;788;822;972;1851;2573;2962;3836;4205;4442;6801;7079	12	0
589	-1;788;822;972;1851;2573;2962;3849;4205;4442;6801;7079	12	0
590	-1;788;822;972;1851;2573;2962;3849;4205;4442;5478;6801;7079	13	0
591	-1;788;822;972;1851;2573;2962;3849;4205;4442;5521;6801;7079	13	0
592	-1;788;822;972;1851;2573;2962;3849;4205;4442;5372;5521;6801;7079	14	0
593	-1;788;822;972;1851;2573;2962;3849;4205;5372;5521;6801;7079	13	0
594	-1;788;822;972;1299;1851;2573;2962;4205;5372;5521;6801;7079	13	0
595	-1;788;822;972;1299;2573;2962;4205;5372;5521;6471;6801;7079	13	0
596	-1;788;822;972;2573;2962;4205;5372;5521;6471;6801;7079	12	0
597	-1;788;822;947;972;2962;4205;5372;5521;6471;6801;7079	12	0
598	-1;788;822;947;972;2962;4205;5372;6471;6801;7079	11	0
599	-1;788;947;972;2962;4205;5372;6471;6801;7079;7171	11	0
600	-1;788;947;972;2962;4205;5372;6471;6768;6801;7171	11	0
601	-1;947;972;2809;2962;4205;5372;6471;6768;6801;7171	11	0
602	-1;947;972;2809;2962;4205;5372;6184;6471;6768;6801;7171	12	0
603	-1;947;972;2809;2962;4205;4251;5372;6184;6471;6768;6801;7171	13	0
604	-1;947;972;2809;2962;4205;4251;6184;6471;6768;6801;7171	12	0
605	-1;947;972;2809;4205;4251;6184;6285;6471;6768;6801;7171	12	0
606	-1;947;972;2809;4251;6184;6285;6471;6768;6801;7171	11	0
607	-1;895;972;2809;4251;6184;6285;6471;6768;6801;7171	11	0
608	-1;895;972;2809;4251;6184;6471;6768;6801;7171	10	0
609	-1;831;895;972;2809;4251;6471;6768;6801;7171	10	0
610	-1;831;895;972;1401;2809;4251;6471;6768;6801;7171	11	0
611	-1;831;895;972;1401;2809;6471;6768;6801;7171	10	0
612	-1;831;895;972;1401;2809;6471;6768;6801;7171	10	0
613	-1;831;895;972;1401;2809;5794;6471;6768;7171	10	0
614	-1;831;895;972;1401;2809;5540;5794;6768;7171	10	0
615	-1;831;895;972;1401;2809;5540;5794;6768;7171;1401 5540	11	0
616	-1;831;895;972;1401;2809;3668;5540;5794;6768;7171;1401 5540	12	0
617	-1;831;895;1401;2809;3668;5077;5540;5794;6768;7171;1401 5540	12	0
618	-1;831;895;1401;2809;3668;5077;5540;6768;7171;1401 5540	11	0
619	-1;831;895;1401;2809;3668;3978;5077;5540;7171;1401 5540	11	0
620	-1;831;1401;2809;3668;3978;5077;5540;7171;1401 5540	10	0
621	-1;831;1401;2809;3668;3978;5077;5130;5540;7171	10	0
622	-1;831;1401;2809;3668;3978;5077;5130;7171	9	0
623	-1;831;1401;2809;3668;3978;5077;5130;5762;7171	10	0
624	-1;831;1401;2809;3668;3978;5077;5130;7171	9	0
625	-1;831;1401;2809;3668;3978;5077;5130;6495	9	0
626	-1;831;1401;2768;2809;3668;3978;5077;5130	9	0
627	-1;831;1401;2768;2809;3668;5077;5130;6963	9	0
628	-1;612;831;1401;2768;2809;3668;5077;5130;6963	10	0
629	-1;612;831;1401;2768;2809;3668;5077;5130;6234;6963	11	0
630	-1;612;831;1401;2101;2768;2809;3668;5077;5130;6234;6963	12	0
631	-1;612;831;1401;2101;2768;2809;3668;5077;5130;6234	11	0
632	-1;612;831;2101;2768;2809;3668;5077;5130;6234;6407	11	0
633	-1;612;831;2101;2768;2809;3668;5077;5130;6407	10	0
634	-1;612;831;1717;2101;2768;2809;3668;5077;5130;6407	11	0
635	-1;612;831;1717;2768;2809;3668;4721;5077;5130;6407	11	0
636	-1;612;831;1717;2768;2809;3668;4721;5077;5130;6407;6627	12	0
637	-1;612;1717;2768;2809;3668;4721;5077;5130;6407;6627;7251	12	0
638	-1;612;1717;2809;3668;4721;5077;5130;6407;6627;6681;7251	12	0
639	-1;612;1711;1717;2809;3668;4721;5077;5130;6627;6681;7251	12	0
640	-1;612;1711;1717;2809;3668;4721;4961;5077;5130;6681;7251	12	0
641	-1;612;1711;1717;1926;2809;3668;4721;5077;5130;6681;7251	12	0
642	-1;612;1711;1717;1926;3668;4721;5077;5130;5310;6681;7251	12	0
643	-1;612;1711;1926;3668;4721;5077;5130;5310;6681;7121;7251	12	0
644	-1;612;707;1711;1926;3668;4721;5077;5130;5310;6681;7121	12	0
645	-1;612;1711;1926;3668;4721;5077;5130;5310;6681;7121	11	0
646	-1;612;1711;1926;3668;3902;4721;5077;5310;6681;7121	11	0
647	-1;612;1711;1926;3668;4721;4810;5077;5310;6681;7121	11	0
648	-1;612;1711;1926;3668;4721;4810;5077;6485;6681;7121	11	0
649	-1;612;1711;1926;3668;4721;4810;5077;6485;6681;7121	11	0
650	-1;1711;1926;3668;4362;4721;4810;5077;6485;6681;7121	11	0
651	-1;1711;1926;3402;3668;4362;4810;5077;6485;6681;7121	11	0
652	-1;1711;1926;2791;3402;3668;4362;4810;5077;6485;6681;7121;2791 7121	13	0
653	-1;1711;1926;2791;3402;3668;3908;4362;4810;5077;6681;7121;2791 7121	13	0
654	-1;1711;1926;2791;3060;3402;3668;3908;4810;5077;6681;7121;2791 7121	13	0
655	-1;1711;1926;2791;3060;3402;3668;4810;5077;6681;7121;2791 7121	12	0
656	-1;1711;1926;2617;2791;3060;3402;3668;4810;6681;7121;2791 7121	12	0
657	-1;1116;1711;1926;2791;3060;3402;3668;4810;6681;7121;2791 7121	12	0
658	-1;1116;1926;2791;3060;3402;3613;3668;4810;6681;7121;2791 7121	12	0
659	-1;1116;1926;2791;3060;3402;3613;3668;6393;6681;7121;2791 7121	12	0
660	-1;1116;2791;3060;3402;3613;3668;6393;6681;7121;2791 7121	11	0
661	-1;2448;2791;3060;3402;3613;3668;6393;6681;7121;2791 7121	11	0
662	-1;652;2448;2791;3060;3402;3613;3668;6393;6681;7121;2791 7121	12	0
663	-1;652;2448;2791;3060;3613;3668;6393;6681;7121;2791 7121	11	0
664	-1;652;2448;2791;3060;3613;3668;4225;6393;6681;7121;2791 7121	12	0
665	-1;797;2448;2791;3060;3613;3668;4225;6393;6681;7121;2791 7121	12	0
666	-1;797;2448;2710;2791;3613;3668;4225;6393;6681;7121;2791 7121	12	0
667	-1;797;2448;2710;2791;3613;4225;6393;6681;7001;7121;2791 7121	12	0
668	-1;797;2448;2710;2791;3613;4225;6300;6393;6681;7121;2791 7121	12	0
669	-1;797;2448;2710;2791;3613;4763;6300;6393;6681;7121;2791 7121	12	0
670	-1;797;1829;2448;2791;3613;4763;6300;6393;6681;7121;2791 7121	12	0
671	-1;797;1829;2448;2791;3613;4763;6300;6393;6411;6681;7121;2791 7121	13	0
672	-1;69;797;1829;2448;2791;4763;6300;6393;6411;6681;7121;2791 7121	13	0
673	-1;69;797;1829;2448;2509;2791;4763;6300;6411;6681;7121;2791 7121	13	0
674	-1;69;797;1829;2448;2791;4763;6300;6411;6681;7121;2791 7121	12	0
675	-1;69;797;951;1829;2448;2791;4763;6300;6411;6681;7121;2791 7121	13	0
676	-1;69;797;951;1829;2448;2791;3596;4763;6300;6411;6681;7121;2791 7121	14	0
677	-1;69;797;951;1829;2448;2791;3596;4763;5669;6411;6681;7121;2791 7121	14	0
678	-1;69;797;951;1829;2448;2791;3596;4685;4763;5669;6411;6681;7121;2791 7121	15	0
679	-1;69;951;1829;2448;2791;3596;4685;4763;5669;6411;6681;7121;2791 7121	14	0
680	-1;951;1829;2448;2791;3596;4685;4763;5669;6411;6681;7121;2791 7121	13	0
681	-1;951;1829;2448;2791;4685;4763;5669;5870;6411;6681;7121;2791 7121	13	0
682	-1;951;1829;2448;2791;4763;5669;5743;5870;6411;6681;7121;2791 7121	13	0
683	-1;1829;2448;2791;4763;5669;5743;5870;6411;6681;7121;2791 7121	12	0
684	-1;111;1829;2448;2791;4763;5669;5743;5870;6411;7121;2791 7121	12	0
685	-1;111;629;1829;2448;2791;4763;5669;5743;5870;6411;7121;2791 7121	13	0
686	-1;111;629;1829;2448;2791;4763;5743;5870;6411;7121;7257;2791 7121	13	0
687	-1;111;629;1829;2448;2791;4763;5743;5870;6411;7121;7257	12	0
688	-1;111;629;1829;2432;2448;2791;4763;5743;5870;6411;7121	12	0
689	-1;629;1829;2432;2448;2791;4763;5743;5812;5870;6411;7121	12	0
690	-1;629;1829;2448;2791;4763;5743;5812;5870;6411;7121	11	0
691	-1;629;1829;2448;2791;4763;4940;5743;5812;5870;6411;7121	12	0
692	-1;629;1829;2448;2791;4763;4940;5743;5812;5870;6411	11	0
693	-1;629;1797;1829;2448;2791;4763;4940;5743;5812;5870	11	0
694	-1;629;1362;1797;1829;2448;2791;4940;5743;5812;5870	11	0
695	-1;629;1362;1797;1829;2791;4940;5743;5812;5870	10	0
696	-1;629;1362;1797;2791;4308;4940;5743;5812;5870	10	0
697	-1;629;1362;1797;2312;2791;4308;5743;5812;5870	10	0
698	-1;629;1362;2312;2791;3167;4308;5743;5812;5870	10	0
699	-1;629;1362;2312;2791;3167;4308;5743;5870	9	0
700	-1;629;1362;2612;2791;3167;4308;5743;5870	9	0
701	-1;629;1362;2612;2791;3167;4308;5743;5870	9	0
702	-1;153;629;1362;2612;2791;4308;5743;5870	9	0
703	-1;153;629;1213;1362;2612;2791;4308;5743	9	0
704	-1;153;629;1213;1362;2612;2791;4373;5743	9	0
705	-1;153;629;1213;1362;2791;4373;4458;5743	9	0
706	-1;153;629;1362;2791;4373;4458;5720;5743	9	0
707	-1;153;629;1362;2523;2791;4373;5720;5743	9	0
708	-1;153;629;1362;1497;2523;4373;5720;5743	9	0
709	-1;153;1362;1497;2523;3427;4373;5720;5743	9	0
710	-1;153;1497;2523;2683;3427;4373;5720;5743	9	0
711	-1;153;1497;2523;2683;3427;4373;5720;5743;6084	10	0
712	-1;153;1411;1497;2523;2683;3427;4373;5743;6084	10	0
713	-1;153;937;1411;1497;2523;2683;3427;5743;6084	10	0
714	-1;153;937;1411;2523;2683;3427;5743;6084	9	0
715	-1;153;937;1411;2523;2683;5743;6084;6612	9	0
716	-1;153;937;1411;2523;3662;5743;6084;6612	9	0
717	-1;153;937;1411;2523;3662;5743;6084;6612	9	0
718	-1;153;937;1411;2523;3662;5743;6110;6612	9	0
719	-1;153;937;1411;2523;3490;3662;6110;6612	9	0
720	-1;153;937;1411;2523;3490;6110;6612	8	0
721	-1;153;937;1411;3490;6110;6612	7	0
722	-1;153;937;3490;6110;6612	6	0
723	-1;153;3490;4138;6110;6612	6	0
724	-1;153;3490;4138;5032;6110	6	0
725	-1;153;3490;3651;4138;6110	6	0
726	-1;153;3490;4138;5395;6110	6	0
727	-1;153;3490;5395;6110;7083	6	0
728	-1;153;3890;5395;6110;7083	6	0
729	-1;153;1080;3890;5395;7083	6	0
730	-1;153;1080;3890;5243;5395;7083	7	0
731	-1;153;1080;5243;5395;6158;7083	7	0
732	-1;153;1080;2635;5395;6158;7083	7	0
733	-1;153;1080;2635;3531;5395;6158	7	0
734	-1;153;491;1080;2635;5395;6158	7	0
735	-1;153;491;1080;2021;2635;6158	7	0
736	-1;153;491;1080;2021;2635;5168;6158	8	0
737	-1;153;491;1080;2635;5168;6158	7	0
738	-1;153;491;1080;2635;4013;5168;6158	8	0
739	-1;153;491;1080;2635;4013;6158	7	0
740	-1;491;1080;2635;4013;4736;6158	7	0
741	-1;491;1080;2635;4013;4411;4736;6158	8	0
742	-1;491;1080;2635;4013;4411;4736;6272	8	0
743	-1;491;1080;2635;4411;4736;5345;6272	8	0
744	-1;481;1080;2635;4411;4736;5345;6272	8	0
745	-1;481;1080;4411;4736;5345;6272;6467	8	0
746	-1;481;1080;4411;4736;5181;5345;6272;6467	9	0
747	-1;481;1080;4411;4736;5181;5345;6467	8	0
748	-1;481;1080;4411;4736;5181;5345;6467;6563	9	0
749	-1;481;1080;2815;4411;4736;5181;5345;6563	9	0
750	-1;607;1080;2815;4411;4736;5181;5345;6563	9	0
751	-1;607;1080;2815;4411;4736;5181;6563	8	0
752	-1;607;1080;2815;4411;4736;5181;5713;6563	9	0
753	-1;607;1080;2815;4411;4736;5181;5713;6563	9	0
754	-1;607;1080;2815;4736;5181;5713;6493;6563	9	0
755	-1;607;1080;2815;4736;5181;5713;6493;6534;6563	10	0
756	-1;607;1080;2815;4736;5181;5658;5713;6534;6563	10	0
757	-1;607;1080;2815;5181;5658;5713;6534;6563	9	0
758	-1;607;1080;2815;5371;5658;5713;6534;6563	9	0
759	-1;1080;1545;2815;5371;5658;5713;6534;6563	9	0
760	-1;1080;1545;2815;5371;5658;5713;6563	8	0
761	-1;1080;1545;5371;5658;5713;6563;7257	8	0
762	-1;1080;1545;5371;5593;5658;5713;6563;7257	9	0
763	-1;1080;1545;5371;5593;5713;6563;7257	8	0
764	-1;1080;1545;5371;5593;5713;6563	7	0
765	-1;1080;1545;5371;5593;5713;6563	7	0
766	-1;1080;1545;1920;5371;5593;5713;6563	8	0
767	-1;1080;1545;1920;4250;5371;5593;5713;6563	9	0
768	-1;1080;1920;4250;5371;5593;5713;6563	8	0
769	-1;1080;1920;4250;5371;5593;5713;5739	8	0
770	-1;1080;1920;4250;5371;5593;5713;6533	8	0
771	-1;1080;1920;4250;4717;5371;5713;6533	8	0
772	-1;1080;1920;4250;4717;5713;6533	7	0
773	-1;1080;2148;4250;4717;5713;6533	7	0
774	-1;1080;2148;4250;4859;5713;6533	7	0
775	-1;2148;4038;4250;4859;5713;6533	7	0
776	-1;2148;4038;4250;5577;5713;6533	7	0
777	-1;2148;4250;5577;5713;6533;6876	7	0
778	-1;2148;4250;5577;6533;6876	6	0
779	-1;2148;5577;6533;6876	5	0
780	-1;2148;2360;5577;6533;6876	6	0
781	-1;1623;2148;2360;5577;6533;6876	7	0
782	-1;1623;2148;2360;3140;6533;6876	7	0
783	-1;1623;2148;2360;2726;6533;6876	7	0
784	-1;1623;2148;2360;2726;2948;6533	7	0
785	-1;819;1623;2148;2360;2948;6533	7	0
786	-1;644;819;1623;2148;2948;6533	7	0
787	-1;644;819;1623;2148;2948;6533;644 2948	8	0
788	-1;644;819;901;2148;2948;6533;644 2948	8	0
789	-1;644;819;901;2148;2651;2948;6533;644 2948	9	0
790	-1;644;819;901;2148;2651;2948;4113;6533;644 2948	10	0
791	-1;644;819;901;2148;2651;2948;4113;6026;6533	10	0
792	-1;644;819;901;2148;2651;2948;4971;6026;6533	10	0
793	-1;644;819;901;2148;2651;2948;4763;4971;6533	10	0
794	-1;644;819;901;2148;2651;2948;3236;4763;4971	10	0
795	-1;644;819;901;2148;2651;2948;3236;4763;4971;5144	11	0
796	-1;644;819;901;2148;2948;3236;4763;4971;5144;5587	11	0
797	-1;644;819;901;2148;2948;4763;4971;5144;5587	10	0
798	-1;644;819;901;2148;2948;4763;5144;5587;6905	10	0
799	-1;644;819;901;2148;4763;5144;5587;6905	9	0
800	-1;644;901;2148;4763;5144;5587;6905	8	0
801	-1;644;901;2148;4763;4825;5144;6905	8	0
802	-1;644;901;1121;2148;4825;5144;6905	8	0
803	-1;35;644;901;1121;2148;4825;5144;6905	9	0
804	-1;35;644;901;1121;2148;2487;4825;5144;6905	10	0
805	-1;35;644;901;1121;2148;2487;2801;4825;6905	10	0
806	-1;35;644;901;1121;2148;2487;2801;4825;5964;6905;1121 5964	12	0
807	-1;644;901;1121;2148;2487;2801;4825;5964;6905;1121 5964	11	0
808	-1;644;901;1121;2148;2487;2801;3483;4825;5964;6905;1121 5964	12	0
809	-1;401;901;1121;2148;2487;2801;3483;4825;5964;6905;1121 5964	12	0
810	-1;401;901;1121;2148;2487;2801;3483;4825;5964;1121 5964	11	0
811	-1;401;1121;2148;2487;2801;3483;4825;5964;6728;1121 5964	11	0
812	-1;401;1121;2148;2487;3483;4023;4825;5964;6728;1121 5964	11	0
813	-1;401;1121;2148;2487;3483;4825;5964;6728;1121 5964	10	0
814	-1;401;1121;2148;2487;3483;4825;5531;5964;6728;1121 5964	11	0
815	-1;401;1121;2148;2487;3483;4825;5531;5964;6728	10	0
816	-1;401;1121;2148;2487;3483;5531;5964;6728	9	0
817	-1;401;1121;2148;3483;5531;5964;6728	8	0
818	-1;401;2148;3483;5531;5964;6728;7051	8	0
819	-1;401;2148;3483;5531;5964;6728;7051	8	0
820	-1;401;2148;3483;5531;5964;6431;6728	8	0
821	-1;401;2148;3483;5531;6431;6728	7	0
